row_idx,subject,text,task_name,label
253,YAG,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,NR,0
254,YAG,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends.",NR,0
255,YAG,"He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck.",NR,0
256,YAG,"In 1954 she, along with Bing Crosby, Danny Kaye, and Vera-Ellen, starred in the movie White Christmas.",NR,0
257,YAG,"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor.",NR,0
258,YAG,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",NR,0
259,YAG,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,NR,0
260,YAG,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",NR,0
261,YAG,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",NR,0
262,YAG,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",NR,0
263,YAG,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",NR,0
264,YAG,In 1966 she went to United Artists Records.,NR,0
265,YAG,"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"".",NR,0
266,YAG,"On January 28, 2005 it was revealed that he accepted money from the George W. Bush administration to promote their marriage initiative program, which he did not disclose to his readers.",NR,0
267,YAG,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts.",NR,0
268,YAG,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army.,NR,0
269,YAG,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",NR,0
270,YAG,"He died in Springport, New York in 1815.",NR,0
271,YAG,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",NR,0
272,YAG,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. Bush.,NR,0
273,YAG,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",NR,0
274,YAG,"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men.",NR,0
275,YAG,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,NR,0
276,YAG,"After many football insiders criticized Manning for being 0-3 in the playoffs, he won his first NFL playoff game against the Denver Broncos on January 4, 2004.",NR,0
277,YAG,Manning's Passer Rating in the Colts' playoff games against the Broncos and Kansas City Chiefs was a perfect 158.3.,NR,0
278,YAG,"He coached at Winston-Salem State University from 1946 to 1993, compiling a 828-447 record.",NR,0
279,YAG,He shared the honor with Tennessee Titans quarterback Steve McNair.,NR,0
280,YAG,"He put up even more impressive numbers in his last season (3,819 yards, 36 touchdowns) and finished second in Heisman Trophy voting to The University of Michigan's Charles Woodson, although he was unable to beat arch rival University of Florida for the fourth consecutive time.",NR,0
281,YAG,"His mother Jacqueline Kennedy was married to Greek shipping tycoon Aristotle Onassis from 1968 until Onassis's death in 1975, when John was 14 years old.",NR,0
282,YAG,"By most accounts, Aristotle Onassis did not play a particularly significant role in young John's life.",NR,0
283,YAG,He graduated in 1983 with a bachelor's degree in history.,NR,0
284,YAG,Taylor was born with dual British and American citizenship.,NR,0
285,YAG,"Christian VII (January 29, 1749–March 13, 1808), King of Denmark and Norway, Duke of Schleswig and Holstein.",NR,0
286,YAG,"He was the son of Frederick V, King of Denmark, and his first consort Louisa, daughter of George II of Great Britain.",NR,0
287,YAG,He ultimately sank into a condition of mental stupor.,NR,0
288,YAG,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",NR,0
289,YAG,"Symptoms during this time included paranoia, self-mutilation and hallucinations.",NR,0
290,YAG,"He became submissive to upstart Johann Friedrich Struensee, who rose steadily in power in the late 1760s.",NR,0
291,YAG,The neglected and lonely Caroline Mathilde drifted into an affair with Struensee.,NR,0
292,YAG,Struensee was arrested and executed in that same year.,NR,0
293,YAG,"Christian signed Struensee's arrest warrant with indifference, and under pressure from his paternal grandmother, Sophie Magdalene of Brandenburg-Kulmbach, who had led the movement to have the marriage dissolved.",NR,0
294,YAG,"Caroline Mathilde, retaining her title but not her children, eventually left Denmark in exile and passed her remaining days in neighbouring Celle.",NR,0
295,YAG,"She died of cancer there on May 11, 1775.",NR,0
296,YAG,"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",NR,0
297,YAG,"He appeared in 1953's Miss Sadie Thompson opposite Rita Hayworth, in 1954's The Caine Mutiny and the MGM musical Deep in My Heart.",NR,0
298,YAG,In 1955 Ferrer directed himself in The Shrike.,NR,0
299,YAG,"The Cockleshell Heroes followed a year later, along with The Great Man.",NR,0
300,YAG,In 1958 Ferrer appeared in I Accuse!,NR,0
301,YAG,"Ferrer also directed, but did not appear in, Return to Peyton Place in 1961 and also the re-make of State Fair in 1962.",NR,0
302,YAG,Clooney was Ferrer's third wife.,NR,0
303,YAG,"The two were married in 1953, divorced in 1961, and remarried in 1964, only to be divorced again in 1967.",NR,0
304,YAG,In 1950 Ferrer won an Academy Award for his portrayal of Cyrano de Bergerac in the 1950 film of that name.,NR,0
305,YAG,"He played Cyrano yet again in the French movie, Cyrano et D'Artagnan.",NR,0
306,YAG,Ferrer also had a recurring role as Julia Duffy's insanely wealthy Waspy father on the popular Newhart television sitcom in the U.S. in the 1980s.,NR,0
307,YAG,He also had a memorable recurring role as elegant and flamboyant attorney Reuben Marino on the soap opera Another World in the early 1980s.,NR,0
308,YAG,His nephew is the actor Jack Davenport.,NR,0
309,YAG,He flew a P-38 Lightning in the North African campaign of November 1942.,NR,0
310,YAG,"In his later years he became known as the last Australian politician to advocate, and use, capital punishment.",NR,0
311,YAG,He was educated at Skipton primary school and Ballarat Grammar: he was the last Victorian Premier not to have a university education.,NR,0
312,YAG,"On 2005-04-12, Bob Dole released his biography One Soldier's Story: A Memoir (ISBN 0060763418), which talks of his World War II experiences and his battle to survive his war injuries.",NR,0
313,YAG,"Dole took many odd-jobs around Russell as a boy, and would later work as a soda jerk in the local drug store.",NR,0
314,YAG,"He also ran unsuccessfully for the Republican Presidential nomination in 1980 and made a more serious bid for the Republican presidential nomination in 1988, losing to then-Vice President George H.W. Bush.",NR,0
315,YAG,"The contest between the two was bitter, although they differed little on issues.",NR,0
316,YAG,At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush.,NR,0
317,YAG,While in the Senate he also served as chairman of the Republican National Committee from 1971 until 1973.,NR,0
318,YAG,"Dole studied Law at KU, but his studies were interrupted by the start of World War II.",NR,0
319,YAG,He is of three quarters Irish and one quarter French descent.,NR,0
320,YAG,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",NR,0
321,YAG,He guest-starred as himself on NBC's Brooke Shields sitcom Suddenly Susan in January 1997 (shortly after losing the presidential election).,NR,0
322,YAG,"As their desire for wealth grows, they discard spiritual and creative values.",NR,0
323,YAG,"Their greed leads to distrust and dishonesty, and eventually the society crumbles.",NR,0
324,YAG,"In The Law of Civilisation and Decay (1895), Adams noted that as new population centers emerged in the west, centers of world trade shifted from Constantinople to Venice to Amsterdam to London.",NR,0
325,YAG,He predicted in America's Economic Supremacy (1900) that New York would become the world trade center.,NR,0
326,YAG,"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.",NR,0
327,YAG,"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.",NR,0
328,YAG,He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore.,NR,0
329,YAG,"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).",NR,0
330,YAG,"When she became pregnant, Barrymore proposed marriage.",NR,0
331,YAG,"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.",NR,0
332,YAG,"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.",NR,0
333,YAG,"His dying words were 'Die? I should say not, dear fellow'.",NR,0
334,YAG,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",NR,0
335,YAG,No Barrymore would allow such a conventional thing to happen to him.,NR,0
336,YAG,"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar.",NR,0
337,YAG,Other accounts of this classic Hollywood tale substitute actor Peter Lorre in the place of Walsh.,NR,0
